model,likes,downloads,tags
Llama-3SOME-8B-v1-GGUF,23,159,"gguf, not-for-all-audiences, license:cc-by-nc-4.0, endpoints_compatible, region:us, conversational"
Meta-Llama-3-70B-Instruct-abliterated-v3.5-GGUF,23,84,"transformers, gguf, license:llama3, endpoints_compatible, region:us, conversational"
llama-3-Stheno-Mahou-8B-GGUF-IQ-Imatrix,23,37,"gguf, roleplay, llama3, sillytavern, en, arxiv:2403.19522, base_model:nbeerbower/llama-3-Stheno-Mahou-8B, base_model:quantized:nbeerbower/llama-3-Stheno-Mahou-8B, license:apache-2.0, region:us, imatrix"
L3-8B-Stheno-v3.2-GGUF,23,3102,"gguf, text-generation, en, dataset:Gryphe/Opus-WritingPrompts, dataset:Sao10K/Claude-3-Opus-Instruct-15K, dataset:Sao10K/Short-Storygen-v2, dataset:Sao10K/c2-Logs-Filtered, license:cc-by-nc-4.0, endpoints_compatible, region:us, conversational"
L3-8B-Lunaris-v1-GGUF,23,3090,"gguf, text-generation, en, license:llama3, endpoints_compatible, region:us, conversational"
Phi-3.1-mini-4k-instruct-GGUF,23,590,"gguf, nlp, code, text-generation, en, arxiv:2404.14219, base_model:microsoft/Phi-3-mini-4k-instruct, base_model:quantized:microsoft/Phi-3-mini-4k-instruct, license:mit, endpoints_compatible, region:us, imatrix, conversational"
xLAM-7b-fc-r-gguf,23,79,"gguf, arxiv:2406.18518, license:cc-by-nc-4.0, endpoints_compatible, region:us, conversational"
Meta-Llama-3.1-8B-Instruct-GGUF,23,309,"gguf, facebook, meta, llama, llama-3, text-generation, en, de, fr, it, pt, hi, es, th, arxiv:2204.05149, license:llama3.1, endpoints_compatible, region:us, conversational"
HelpingAI2-9B,23,625,"safetensors, gguf, llama, HelpingAI, Emotionally Intelligent, EQ, text-generation, conversational, en, dataset:OEvortex/SentimentSynth, dataset:JeanKaddour/minipile, dataset:OEvortex/vortex-mini, dataset:OEvortex/EmotionalIntelligence-75K, dataset:Abhaykoul/EMOTIONS, dataset:Abhaykoul/human-emotion, license:other, model-index, endpoints_compatible, region:us"
MiniCPM-V-2_6-GGUF,23,1919,"transformers, gguf, minicpm-v, vision, ocr, multi-image, video, custom_code, image-text-to-text, multilingual, dataset:openbmb/RLAIF-V-Dataset, base_model:openbmb/MiniCPM-V-2_6, base_model:quantized:openbmb/MiniCPM-V-2_6, endpoints_compatible, region:us, conversational"
c4ai-command-r-08-2024-GGUF,23,351,"transformers, gguf, text-generation, en, fr, de, es, it, pt, ja, ko, zh, ar, base_model:CohereLabs/c4ai-command-r-08-2024, base_model:quantized:CohereLabs/c4ai-command-r-08-2024, license:cc-by-nc-4.0, endpoints_compatible, region:us, conversational"
MN-Halide-12b-v1.0-GGUF,23,189,"transformers, gguf, mergekit, merge, en, base_model:Azazelle/MN-Halide-12b-v1.0, base_model:quantized:Azazelle/MN-Halide-12b-v1.0, license:apache-2.0, endpoints_compatible, region:us"
UnslopSmall-22B-v1-GGUF,23,66,"gguf, endpoints_compatible, region:us, conversational"
AnimePro-FLUX,23,377,"diffusers, safetensors, gguf, anime, dataset:KBlueLeaf/danbooru2023-webp-4Mpixel, base_model:black-forest-labs/FLUX.1-schnell, base_model:quantized:black-forest-labs/FLUX.1-schnell, license:apache-2.0, endpoints_compatible, diffusers:FluxPipeline, region:us"
L3-Grand-Story-Darkness-MOE-4X8-24.9B-e32-GGUF,23,4081,"gguf, mixture of experts, moe, 4x8B, 32 bit enhanced, float 32 quants, llama-3, llama3, LLama MOE, uncensored, creative, creative writing, fiction writing, plot generation, sub-plot generation, story generation, scene continue, storytelling, fiction story, science fiction, romance, all genres, story, writing, vivid prosing, vivid writing, fiction, roleplaying, bfloat16, swearing, rp, horror, mergekit, merge, text-generation, en, base_model:Hastagaras/Jamet-8B-L3-MK.V-Blackroot, base_model:merge:Hastagaras/Jamet-8B-L3-MK.V-Blackroot, base_model:NeverSleep/Llama-3-Lumimaid-8B-v0.1-OAS, base_model:merge:NeverSleep/Llama-3-Lumimaid-8B-v0.1-OAS, base_model:Sao10K/L3-8B-Stheno-v3.2, base_model:merge:Sao10K/L3-8B-Stheno-v3.2, base_model:nbeerbower/llama-3-gutenberg-8B, base_model:merge:nbeerbower/llama-3-gutenberg-8B, license:apache-2.0, endpoints_compatible, region:us, conversational"
TinySwallow-1.5B-Instruct-GGUF,23,1391,"transformers, gguf, text-generation, ja, dataset:tokyotech-llm/lmsys-chat-1m-synth, dataset:tokyotech-llm/swallow-magpie-ultra-v0.1, dataset:tokyotech-llm/swallow-swallow-gemma-magpie-v0.1, arxiv:2501.16937, base_model:Qwen/Qwen2.5-1.5B-Instruct, base_model:quantized:Qwen/Qwen2.5-1.5B-Instruct, license:apache-2.0, endpoints_compatible, region:us, conversational"
Chroma-GGUF,23,550,"gguf, base_model:lodestones/Chroma, base_model:quantized:lodestones/Chroma, license:apache-2.0, region:us"
gemma-3-4b-it-GGUF,23,32988,"gguf, image-text-to-text, base_model:google/gemma-3-4b-it, base_model:quantized:google/gemma-3-4b-it, license:gemma, endpoints_compatible, region:us, conversational"
deepseek-ai_DeepSeek-V3-0324-GGUF,23,2449,"gguf, text-generation, base_model:deepseek-ai/DeepSeek-V3-0324, base_model:quantized:deepseek-ai/DeepSeek-V3-0324, license:mit, endpoints_compatible, region:us, imatrix, conversational"
Wan2.1-FLF2V-14B-720P-gguf,23,6325,"gguf, video, video-generation, image-to-video, en, zh, base_model:Wan-AI/Wan2.1-FLF2V-14B-720P, base_model:quantized:Wan-AI/Wan2.1-FLF2V-14B-720P, license:apache-2.0, region:us"
SmolVLM-500M-Instruct-GGUF,23,32667,"gguf, base_model:HuggingFaceTB/SmolVLM-500M-Instruct, base_model:quantized:HuggingFaceTB/SmolVLM-500M-Instruct, license:apache-2.0, endpoints_compatible, region:us, conversational"
Devstral-Small-2505-GGUF,23,37174,"gguf, text-generation, base_model:mistralai/Devstral-Small-2505, base_model:quantized:mistralai/Devstral-Small-2505, license:apache-2.0, endpoints_compatible, region:us, conversational"
Llama-2-70B-Orca-200k-GGUF,22,793,"transformers, gguf, llama, llama-2, instruct, instruction, text-generation, en, base_model:ddobokki/Llama-2-70b-orca-200k, base_model:quantized:ddobokki/Llama-2-70b-orca-200k, license:llama2, region:us"
ELYZA-japanese-Llama-2-7b-instruct-gguf,22,951,"gguf, llama2, ja, arxiv:2307.09288, license:llama2, endpoints_compatible, region:us"
Spicyboros-13B-2.2-GGUF,22,236,"transformers, gguf, llama, not-for-all-audiences, dataset:jondurbin/airoboros-2.2, base_model:jondurbin/spicyboros-13b-2.2, base_model:quantized:jondurbin/spicyboros-13b-2.2, license:llama2, region:us"
Chinese-Llama-2-7B-GGUF,22,400,"transformers, gguf, llama, base_model:hfl/chinese-llama-2-7b, base_model:quantized:hfl/chinese-llama-2-7b, license:apache-2.0, region:us"
WizardCoder-Python-7B-V1.0-GGUF,22,1857,"transformers, gguf, llama, code, arxiv:2304.12244, arxiv:2306.08568, arxiv:2308.09583, arxiv:2303.08774, license:llama2, model-index, region:us"
llemma_7b-GGUF,22,349,"transformers, gguf, llama, math, reasoning, en, dataset:EleutherAI/proof-pile-2, arxiv:2310.10631, base_model:EleutherAI/llemma_7b, base_model:quantized:EleutherAI/llemma_7b, license:llama2, region:us"
SynthIA-70B-v1.5-GGUF,22,24,"gguf, license:llama2, endpoints_compatible, region:us"
med42-70B-GGUF,22,438,"transformers, gguf, llama, m42, health, healthcare, clinical-llm, text-generation, en, base_model:m42-health/med42-70b, base_model:quantized:m42-health/med42-70b, license:other, region:us"
SciPhi-Self-RAG-Mistral-7B-32k-GGUF,22,639,"transformers, gguf, mistral, arxiv:2310.11511, arxiv:2306.02707, arxiv:2301.13688, base_model:SciPhi/SciPhi-Self-RAG-Mistral-7B-32k, base_model:quantized:SciPhi/SciPhi-Self-RAG-Mistral-7B-32k, license:mit, region:us"
openchat_3.5-16k-GGUF,22,432,"transformers, gguf, mistral, arxiv:2309.11235, arxiv:2303.08774, arxiv:2212.10560, license:apache-2.0, region:us"
Marcoroni-7B-v3-GGUF,22,419,"transformers, gguf, mistral, license:apache-2.0, region:us"
phi-2-GGUF,22,230,"gguf, nlp, code, text-generation, en, license:mit, region:us"
mistral-ft-optimized-1218-GGUF,22,193,"transformers, gguf, mistral, en, base_model:OpenPipe/mistral-ft-optimized-1218, base_model:quantized:OpenPipe/mistral-ft-optimized-1218, license:apache-2.0, region:us"
finance-LLM-GGUF,22,530,"transformers, gguf, llama, finance, text-generation, en, dataset:Open-Orca/OpenOrca, dataset:GAIR/lima, dataset:WizardLM/WizardLM_evol_instruct_V2_196k, arxiv:2309.09530, base_model:AdaptLLM/finance-LLM, base_model:quantized:AdaptLLM/finance-LLM, license:other, region:us"
LLaMA-Pro-8B-Instruct-GGUF,22,1415,"transformers, gguf, llama, base_model:TencentARC/LLaMA-Pro-8B-Instruct, base_model:quantized:TencentARC/LLaMA-Pro-8B-Instruct, license:llama2, region:us, conversational"
mixtral-instruct-8x7b-quantized-gguf,22,114,"gguf, license:apache-2.0, endpoints_compatible, region:us, conversational"
Mistral-7B-Erebus-v3-GGUF,22,1843,"gguf, pytorch, mistral, finetuned, not-for-all-audiences, text-generation, en, license:apache-2.0, region:us"
medicine-LLM-GGUF,22,723,"transformers, gguf, llama, biology, medical, text-generation, en, dataset:Open-Orca/OpenOrca, dataset:GAIR/lima, dataset:WizardLM/WizardLM_evol_instruct_V2_196k, dataset:EleutherAI/pile, arxiv:2309.09530, base_model:AdaptLLM/medicine-LLM, base_model:quantized:AdaptLLM/medicine-LLM, license:other, region:us"
DuckDB-NSQL-7B-v0.1-GGUF,22,92,"gguf, license:llama2, endpoints_compatible, region:us"
CodeFuse-DeepSeek-33B-GGUF,22,52,"gguf, license:other, endpoints_compatible, region:us"
Beyonder-4x7B-v3-GGUF,22,73,"gguf, moe, frankenmoe, merge, mergekit, lazymergekit, autoquant, base_model:SanjiWatsuki/Kunoichi-DPO-v2-7B, base_model:merge:SanjiWatsuki/Kunoichi-DPO-v2-7B, base_model:beowolx/CodeNinja-1.0-OpenChat-7B, base_model:merge:beowolx/CodeNinja-1.0-OpenChat-7B, base_model:mlabonne/AlphaMonarch-7B, base_model:merge:mlabonne/AlphaMonarch-7B, base_model:mlabonne/NeuralDaredevil-7B, base_model:merge:mlabonne/NeuralDaredevil-7B, license:cc-by-nc-4.0, endpoints_compatible, region:us, conversational"
c4ai-command-r-v01-GGUF,22,1681,"transformers, gguf, text-generation, en, fr, de, es, it, pt, ja, ko, zh, ar, license:cc-by-nc-4.0, endpoints_compatible, region:us"
llama-3-8b-Instruct-GGUF,22,227,"transformers, gguf, llama, llama-3, en, base_model:unsloth/llama-3-8b-Instruct, base_model:quantized:unsloth/llama-3-8b-Instruct, license:apache-2.0, endpoints_compatible, region:us, conversational"
Meta-Llama-3-70B-Instruct-GGUF,22,903,"gguf, facebook, meta, pytorch, llama, llama-3, text-generation, en, license:other, endpoints_compatible, region:us, conversational"
Coomand-R-35B-v1-GGUF,22,369,"gguf, not-for-all-audiences, license:cc-by-nc-4.0, endpoints_compatible, region:us"
Mistral-7B-Instruct-v0.3-GGUF,22,4392,"gguf, text-generation, license:apache-2.0, endpoints_compatible, region:us, conversational"
Qwen2-1.5B-Instruct-GGUF,22,6932,"gguf, chat, instruct, text-generation, en, license:apache-2.0, endpoints_compatible, region:us, conversational"
Turkish-Llama-8b-Instruct-v0.1-GGUF,22,1605,"gguf, ggml, llama3, cosmosllama, turkish llama, tr, en, base_model:ytu-ce-cosmos/Turkish-Llama-8b-Instruct-v0.1, base_model:quantized:ytu-ce-cosmos/Turkish-Llama-8b-Instruct-v0.1, license:llama3, endpoints_compatible, region:us, conversational"
Meta-Llama-3.1-405B-Instruct-GGUF,22,79,"ggml, gguf, llama3, text-generation, en, dataset:froggeric/imatrix, license:llama3.1, region:us"
gemma-2-2b-it-GGUF,22,8766,"transformers, gguf, conversational, text-generation, base_model:google/gemma-2-2b-it, base_model:quantized:google/gemma-2-2b-it, license:gemma, endpoints_compatible, region:us"
FLX,22,19036,"pytorch, onnx, safetensors, gguf, region:us"
Llama-3.1-8B-Stheno-v3.4-GGUF-IQ-Imatrix,22,298,"transformers, gguf, roleplay, llama3, sillytavern, en, base_model:Sao10K/Llama-3.1-8B-Stheno-v3.4, base_model:quantized:Sao10K/Llama-3.1-8B-Stheno-v3.4, license:cc-by-nc-4.0, region:us, conversational"
mxbai-embed-xsmall-v1,22,108125,"sentence-transformers, onnx, safetensors, openvino, gguf, bert, mteb, feature-extraction, en, arxiv:2309.12871, arxiv:2402.14776, base_model:mixedbread-ai/mxbai-embed-xsmall-v1, base_model:quantized:mixedbread-ai/mxbai-embed-xsmall-v1, license:apache-2.0, model-index, autotrain_compatible, text-embeddings-inference, endpoints_compatible, region:us"
Qwen2.5-Coder-1.5B-Instruct-GGUF,22,13904,"transformers, gguf, code, codeqwen, chat, qwen, qwen-coder, text-generation, en, arxiv:2409.12186, arxiv:2407.10671, base_model:Qwen/Qwen2.5-Coder-1.5B-Instruct, base_model:quantized:Qwen/Qwen2.5-Coder-1.5B-Instruct, license:apache-2.0, endpoints_compatible, region:us, conversational"
steiner-32b-preview-gguf,22,82,"gguf, en, zh, license:apache-2.0, endpoints_compatible, region:us, conversational"
FLUX.1-Fill-dev-GGUF-Aix,22,473,"gguf, region:us"
L3.3-70B-Euryale-v2.3-i1-GGUF,22,585,"transformers, gguf, generated_from_trainer, en, base_model:Sao10K/L3.3-70B-Euryale-v2.3, base_model:quantized:Sao10K/L3.3-70B-Euryale-v2.3, license:llama3, endpoints_compatible, region:us, imatrix, conversational"
BaronLLM_Offensive_Security_LLM_Q6_K_GGUF,22,120,"transformers, gguf, llama-cpp, gguf-my-repo, text-generation, en, base_model:meta-llama/Llama-3.1-8B-Instruct, base_model:quantized:meta-llama/Llama-3.1-8B-Instruct, license:mit, endpoints_compatible, region:us, conversational"
Wayfarer-Large-70B-Llama-3.3-GGUF,22,1380,"gguf, text adventure, roleplay, en, base_model:LatitudeGames/Wayfarer-Large-70B-Llama-3.3, base_model:quantized:LatitudeGames/Wayfarer-Large-70B-Llama-3.3, license:llama3.3, endpoints_compatible, region:us, imatrix, conversational"
Llama-3.1-TAIDE-R1-8B-Chat,22,623,"transformers, safetensors, gguf, llama, text-generation, mergekit, merge, arxiv:2408.07990, base_model:deepseek-ai/DeepSeek-R1-Distill-Llama-8B, base_model:merge:deepseek-ai/DeepSeek-R1-Distill-Llama-8B, base_model:meta-llama/Llama-3.1-8B-Instruct, base_model:merge:meta-llama/Llama-3.1-8B-Instruct, base_model:taide/Llama-3.1-TAIDE-LX-8B-Chat, base_model:merge:taide/Llama-3.1-TAIDE-LX-8B-Chat, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us, conversational"
granite-3.3-8b-instruct-GGUF,22,3116,"transformers, gguf, language, granite-3.3, text-generation, base_model:ibm-granite/granite-3.3-8b-instruct, base_model:quantized:ibm-granite/granite-3.3-8b-instruct, license:apache-2.0, region:us, conversational"
nvidia_Llama-3.1-8B-UltraLong-4M-Instruct-GGUF,22,2189,"gguf, text-generation, en, base_model:nvidia/Llama-3.1-8B-UltraLong-4M-Instruct, base_model:quantized:nvidia/Llama-3.1-8B-UltraLong-4M-Instruct, license:cc-by-nc-4.0, endpoints_compatible, region:us, conversational"
google_gemma-3-12b-it-qat-GGUF,22,11739,"gguf, gemma3, gemma, google, image-text-to-text, base_model:google/gemma-3-12b-it-qat-q4_0-unquantized, base_model:quantized:google/gemma-3-12b-it-qat-q4_0-unquantized, license:gemma, endpoints_compatible, region:us, conversational"
Qwen3-30B-A3B-GGUF,22,30805,"gguf, text-generation, base_model:Qwen/Qwen3-30B-A3B, base_model:quantized:Qwen/Qwen3-30B-A3B, license:apache-2.0, endpoints_compatible, region:us, conversational"
Qwen3-30B-A6B-16-Extreme-GGUF,22,21792,"transformers, gguf, 32 k context, reasoning, thinking, qwen3, 16 experts, en, base_model:DavidAU/Qwen3-30B-A6B-16-Extreme, base_model:quantized:DavidAU/Qwen3-30B-A6B-16-Extreme, endpoints_compatible, region:us, conversational"
osmosis-mcp-4b,22,2382,"safetensors, gguf, qwen3, arxiv:2503.20783, license:apache-2.0, endpoints_compatible, region:us, conversational"
medgemma-4b-it-GGUF,22,33587,"transformers, gguf, gemma3, image-text-to-text, medical, unsloth, radiology, clinical-reasoning, dermatology, pathology, ophthalmology, chest-x-ray, arxiv:2303.15343, arxiv:2405.03162, arxiv:2106.14463, arxiv:2412.03555, arxiv:2501.19393, arxiv:2009.13081, arxiv:2102.09542, arxiv:2411.15640, arxiv:2501.18362, base_model:google/medgemma-4b-it, base_model:quantized:google/medgemma-4b-it, license:other, endpoints_compatible, region:us, conversational"
saiga2_7b_gguf,21,349,"gguf, conversational, ru, dataset:IlyaGusev/ru_turbo_alpaca, dataset:IlyaGusev/ru_turbo_saiga, dataset:IlyaGusev/ru_sharegpt_cleaned, dataset:IlyaGusev/oasst1_ru_main_branch, dataset:IlyaGusev/ru_turbo_alpaca_evol_instruct, dataset:lksy/ru_instruct_gpt4, license:llama2, region:us"
Yarn-Llama-2-7B-128K-GGUF,21,634,"transformers, gguf, llama, dataset:pg19, arxiv:2309.00071, base_model:NousResearch/Yarn-Llama-2-7b-128k, base_model:quantized:NousResearch/Yarn-Llama-2-7b-128k, license:llama2, region:us"
WizardLM-13B-V1.2-GGUF,21,2899,"transformers, gguf, llama, arxiv:2304.12244, arxiv:2306.08568, arxiv:2308.09583, base_model:WizardLMTeam/WizardLM-13B-V1.2, base_model:quantized:WizardLMTeam/WizardLM-13B-V1.2, license:llama2, region:us"
Spicyboros-70B-2.2-GGUF,21,120,"transformers, gguf, llama, not-for-all-audiences, dataset:jondurbin/airoboros-2.2, base_model:jondurbin/spicyboros-70b-2.2, base_model:quantized:jondurbin/spicyboros-70b-2.2, license:llama2, region:us"
llama-2-7b-langchain-chat-GGUF,21,661,"transformers, gguf, llama, text-generation, en, es, ru, de, pl, th, vi, sv, bn, da, he, it, fa, sk, id, nb, el, nl, hu, eu, zh, eo, ja, ca, cs, bg, fi, pt, tr, ro, ar, uk, gl, fr, ko, dataset:Photolens/oasst1-langchain-llama-2-formatted, license:llama2, autotrain_compatible, endpoints_compatible, region:us"
NexusRaven-13B-GGUF,21,70,"transformers, gguf, llama, arxiv:2308.12950, base_model:Nexusflow/NexusRaven-13B, base_model:quantized:Nexusflow/NexusRaven-13B, license:llama2, region:us"
mistral-grammar,21,110,"gguf, endpoints_compatible, region:us"
deepsex-34b-gguf,21,270,"transformers, gguf, Yi, feature-extraction, deepsex, not-for-all-audiences, text-generation, custom_code, dataset:lemonilia/LimaRP, dataset:PygmalionAI/PIPPA, license:mit, endpoints_compatible, region:us"
MLewd-v2.4-13B-GGUF,21,312,"transformers, gguf, llama, not-for-all-audiences, nsfw, base_model:Undi95/MLewd-v2.4-13B, base_model:quantized:Undi95/MLewd-v2.4-13B, license:cc-by-nc-4.0, region:us"
dolphin-2.6-mistral-7B-dpo-GGUF,21,688,"transformers, gguf, mistral, en, dataset:ehartford/dolphin, dataset:jondurbin/airoboros-2.2.1, dataset:ehartford/dolphin-coder, dataset:teknium/openhermes, dataset:ise-uiuc/Magicoder-OSS-Instruct-75K, dataset:ise-uiuc/Magicoder-Evol-Instruct-110K, dataset:LDJnr/Capybara, dataset:argilla/ultrafeedback-binarized-preferences-cleaned, base_model:cognitivecomputations/dolphin-2.6-mistral-7b-dpo, base_model:quantized:cognitivecomputations/dolphin-2.6-mistral-7b-dpo, license:apache-2.0, region:us"
Open_Gpt4_8x7B-GGUF,21,7876,"transformers, gguf, mixtral, base_model:rombodawg/Open_Gpt4_8x7B_v0.1, base_model:quantized:rombodawg/Open_Gpt4_8x7B_v0.1, license:apache-2.0, region:us"
law-chat-GGUF,21,575,"transformers, gguf, llama, legal, text-generation, en, dataset:EleutherAI/pile, dataset:Open-Orca/OpenOrca, dataset:GAIR/lima, dataset:WizardLM/WizardLM_evol_instruct_V2_196k, arxiv:2309.09530, base_model:AdaptLLM/law-chat, base_model:quantized:AdaptLLM/law-chat, license:llama2, region:us"
Noromaid-7B-0.4-DPO-GGUF,21,70,"gguf, license:cc-by-nc-4.0, endpoints_compatible, region:us"
